name,ra,dec
Market Fence,"[257.59452, 264.396675, 264.396675, 269.75662500000004, 269.75662500000004, 275.32750500000003, 275.32750500000003, 281.208075, 281.208075, 284.05492499999997, 284.05492499999997, 286.352535, 286.352535, 281.415525, 281.415525, 275.924505, 275.924505, 272.18955, 272.18955, 270.37669500000004]","[-15.72491, -15.398557, -15.398557, -9.773632, -9.773632, -2.898825, -2.898825, 2.060038, 2.060038, 4.203595, 4.203595, 13.863478, 13.863478, 20.546308, 20.546308, 21.769752, 21.769752, 20.814557, 20.814557, 21.595782]"
Market Fence,"[247.55502, 245.48007, 245.48007, 242.018865, 242.018865, 239.11323000000002, 239.11323000000002, 236.546895, 236.546895, 233.700615, 233.700615, 236.06697, 236.06697, 237.704025, 237.704025, 243.58641000000003, 243.58641000000003, 244.58036999999996, 244.58036999999996, 249.28974000000002]","[21.489613, 19.15313, 19.15313, 17.04698, 17.04698, 15.661617, 15.661617, 15.421826, 15.421826, 10.538867, 10.538867, 6.425627, 6.425627, 4.47773, 4.47773, -3.694323, -3.694323, -4.692511, -4.692511, -10.56709]"
Feudal Lord,"[263.733615, 263.733615]","[12.560035, 12.560035]"
Seat for Emperor,"[258.661905, 258.661905]","[14.390333, 14.390333]"
Royal Family,"[271.83744, 271.826505]","[9.563847, 8.733867]"
Head of Family,"[265.868145, 266.973165]","[4.567303, 2.707276]"
Record of Family,"[270.06582, 271.363695, 271.363695, 270.43833, 271.363695, 270.16130999999996]","[4.368615, 2.500099, 2.500099, 1.305076, 2.500099, 2.931568]"
Officer for Family,"[279.115965, 279.16281, 279.16281, 275.216925, 275.216925, 274.78974, 274.78974, 279.115965]","[9.122491, 6.671805, 6.671805, 3.377165, 3.377165, 7.259767, 7.259767, 9.122491]"
Tower in Market,"[258.83452500000004, 257.449785, 257.449785, 264.46130999999997, 264.46130999999997, 263.37435, 263.37435, 261.65784, 261.65784, 260.20692, 260.20692, 258.83452500000004]","[-14.58414, -10.523301, -10.523301, -8.118771, -8.118771, -5.744803, -5.744803, -5.086596, -5.086596, -12.846875, -12.846875, -14.58414]"
Measure Cereal,"[247.72843500000002, 245.51812500000003, 245.51812500000003, 243.31429500000002, 243.31429500000002, 246.04512]","[1.983923, 1.029039, 1.029039, 5.021086, 5.021086, 6.948207]"
Cereal Measure Regulation,"[254.417085, 253.50196499999998, 253.50196499999998, 251.457885, 251.457885, 252.58075499999998, 252.58075499999998, 251.94340499999998]","[9.375033, 10.165359, 10.165359, 8.582616, 8.582616, 7.247683, 7.247683, 5.246746]"
Eunuch,"[259.654125, 258.115875, 258.115875, 256.34454, 256.34454, 255.78278999999998]","[10.864475, 10.585168, 10.585168, 12.740828, 12.740828, 14.091947]"
Officer for Chariots,"[259.152855, 252.458445]","[-0.445297, -10.783]"
Measure Amount,"[275.70432, 272.22027]","[17.826616, 20.045233]"
Butchery,"[284.905665, 281.75529]","[15.068298, 18.181519]"
Officer for Jewel,"[246.35396999999998, 248.15122499999998]","[14.03327, 11.488041]"
Royal,"[188.01764999999997, 188.01764999999997]","[-16.196007, -16.196007]"
Lord,"[182.103375, 182.103375]","[-24.728875, -24.728875]"
Left Executor,"[184.97649, 184.97649]","[-0.666803, -0.666803]"
Right Executor,"[177.67383, 177.67383]","[1.764718, 1.764718]"
Crossbeam for Heo,"[335.88396, 335.049645, 335.049645, 334.21902, 334.21902, 332.65617000000003]","[-7.194421, -7.821102, -7.821102, -9.040067, -9.040067, -11.564939]"
Threading Coins,"[333.57513, 335.39820000000003, 335.39820000000003, 336.54458999999997, 336.54458999999997, 335.878515, 335.878515, 334.15609500000005, 334.15609500000005, 333.43512, 333.43512, 332.37066, 332.37066, 333.57513]","[-21.074566, -21.59823, -21.59823, -23.682447, -23.682447, -24.762661, -24.762661, -25.898162, -25.898162, -25.180905, -25.180905, -23.659109, -23.659109, -21.074566]"
